original_name,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Number of College Seasons,Number of College Teams,Current_Contract,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,ORGANIZATION,SEASON,ROUND_NUMBER,ROUND_PICK,OVERALL_PICK
jordan-poole,75,37.0,1700.0,236,544,121.0,233.0,115.0,311.0,118,142,11.0,152.0,163,102,60.0,14.0,82.0,114.0,705,2,1,27455357.0,Golden State,Warriors,GSW,Michigan,2019,1.0,28.0,28.0
jordan-walsh,36,22.0,878.0,94,217,74.0,145.0,20.0,72.0,47,66,43.0,98.0,141,33,40.0,17.0,37.0,105.0,255,1,1,1119563.0,Sacramento,Kings,SAC,Arkansas,2023,2.0,8.0,38.0
josh-christopher,15,15.0,446.0,76,176,58.0,117.0,18.0,59.0,44,55,10.0,61.0,71,21,22.0,8.0,26.0,48.0,214,1,1,2485200.0,Houston,Rockets,HOU,Arizona State,2021,1.0,24.0,24.0
josh-green,30,30.0,926.0,122,288,92.0,205.0,30.0,83.0,85,109,39.0,98.0,137,78,46.0,13.0,49.0,73.0,359,1,1,4765339.0,Dallas,Mavericks,DAL,Arizona,2020,1.0,18.0,18.0
josh-hart,146,77.0,4093.0,677,1326,470.0,794.0,207.0,532.0,360,500,252.0,560.0,812,266,161.0,43.0,194.0,327.0,1921,4,1,12960000.0,Utah,Jazz,UTA,Villanova,2017,1.0,30.0,30.0
josh-minott,33,5.0,483.0,83,159,81.0,145.0,2.0,14.0,49,65,52.0,72.0,124,31,27.0,22.0,31.0,58.0,217,1,1,1719864.0,Charlotte,Hornets,CHA,Memphis,2022,2.0,15.0,45.0
josh-okogie,61,61.0,2014.0,327,748,261.0,575.0,66.0,173.0,313,403,109.0,242.0,351,120,90.0,50.0,138.0,164.0,1033,2,1,2815937.0,Minnesota,Timberwolves,MIN,Georgia Tech,2018,1.0,20.0,20.0
josh-richardson,28,6.0,507.0,57,128,57.0,125.0,0.0,3.0,56,100,33.0,46.0,79,15,15.0,4.0,29.0,63.0,170,1,1,2891467.0,Miami,Heat,MIA,Tennessee,2015,2.0,10.0,40.0
joshua-primo,30,19.0,674.0,84,195,41.0,82.0,43.0,113.0,33,44,31.0,70.0,101,25,17.0,9.0,41.0,50.0,244,1,1,6105941.0,San Antonio,Spurs,SAS,Alabama,2021,1.0,12.0,12.0
jrue-holiday,35,35.0,950.0,112,249,85.0,161.0,27.0,88.0,45,62,44.0,88.0,132,129,55.0,18.0,75.0,75.0,296,1,1,36861707.0,Philadelphia,76ers,PHI,California-Los Angeles,2009,1.0,17.0,17.0
jt-thor,27,27.0,622.0,84,191,62.0,117.0,22.0,74.0,63,85,44.0,92.0,136,23,22.0,37.0,42.0,55.0,253,1,1,1836096.0,Detroit,Pistons,DET,Auburn,2021,2.0,7.0,37.0
julian-phillips,32,25.0,770.0,79,192,68.0,146.0,11.0,46.0,97,118,57.0,93.0,150,46,20.0,17.0,41.0,56.0,266,1,1,1600000.0,Boston,Celtics,BOS,Tennessee,2023,2.0,5.0,35.0
julian-strawther,94,68.0,2196.0,355,734,212.0,362.0,143.0,372.0,175,235,79.0,354.0,433,82,52.0,23.0,93.0,164.0,1028,3,1,2431080.0,Indiana,Pacers,IND,Gonzaga,2023,1.0,29.0,29.0
julius-randle,40,40.0,1233.0,196,391,193.0,373.0,3.0,18.0,204,289,139.0,277.0,416,57,20.0,31.0,101.0,91.0,599,1,1,28226880.0,Los Angeles,Lakers,LAL,Kentucky,2014,1.0,7.0,7.0
kai-jones,53,14.0,1044.0,121,219,101.0,161.0,20.0,58.0,65,96,79.0,134.0,213,26,36.0,54.0,59.0,122.0,327,2,1,3047880.0,New York,Knicks,NYK,Texas,2021,1.0,19.0,19.0
karl-anthony-towns,39,39.0,822.0,145,256,143.0,248.0,2.0,8.0,109,134,92.0,169.0,261,44,18.0,88.0,53.0,115.0,401,1,1,36016200.0,Minnesota,Timberwolves,MIN,Kentucky,2015,1.0,1.0,1.0
kawhi-leonard,70,69.0,2236.0,377,840,336.0,676.0,41.0,164.0,195,262,230.0,486.0,716,156,98.0,45.0,153.0,174.0,990,2,1,45640084.0,Indiana,Pacers,IND,San Diego State,2011,1.0,15.0,15.0
keegan-murray,66,39.0,1674.0,391,720,309.0,500.0,82.0,220.0,182,243,150.0,311.0,461,69,71.0,107.0,59.0,123.0,1046,2,1,8409000.0,Sacramento,Kings,SAC,Iowa,2022,1.0,4.0,4.0
keita-bates-diop,109,70.0,2702.0,469,993,346.0,644.0,123.0,349.0,211,272,124.0,497.0,621,121,68.0,128.0,134.0,155.0,1272,4,1,2346614.0,Minnesota,Timberwolves,MIN,Ohio State,2018,2.0,18.0,48.0
keldon-johnson,37,36.0,1137.0,172,373,127.0,255.0,45.0,118.0,109,155,49.0,168.0,217,60,28.0,6.0,60.0,83.0,498,1,1,20000000.0,San Antonio,Spurs,SAS,Kentucky,2019,1.0,29.0,29.0
kelly-olynyk,101,31.0,1735.0,338,569,313.0,494.0,25.0,75.0,202,285,152.0,309.0,461,107,52.0,46.0,140.0,197.0,903,3,1,12195122.0,Dallas,Mavericks,DAL,Gonzaga,2013,1.0,13.0,13.0
kelly-oubre jr.,36,27.0,756.0,110,248,76.0,153.0,34.0,95.0,79,110,41.0,138.0,179,28,41.0,13.0,43.0,71.0,333,1,1,2019706.0,Atlanta,Hawks,ATL,Kansas,2015,1.0,15.0,15.0
kennedy-chandler,34,34.0,1048.0,182,392,133.0,264.0,49.0,128.0,60,99,23.0,87.0,110,161,74.0,8.0,85.0,69.0,473,1,1,1719864.0,San Antonio,Spurs,SAS,Tennessee,2022,2.0,8.0,38.0
kentavious-caldwell-pope,64,60.0,2114.0,338,814,189.0,375.0,149.0,439.0,188,250,82.0,310.0,392,96,123.0,28.0,100.0,139.0,1013,2,1,14704938.0,Detroit,Pistons,DET,Georgia,2013,1.0,8.0,8.0
keon-johnson,128,115.0,3940.0,632,1474,337.0,734.0,295.0,740.0,517,610,48.0,350.0,398,270,91.0,0.0,219.0,238.0,2076,4,1,2808720.0,New York,Knicks,NYK,Tennessee,2021,1.0,21.0,21.0
kessler-edwards,92,84.0,2909.0,424,905,274.0,525.0,150.0,380.0,221,280,152.0,446.0,598,112,93.0,124.0,142.0,218.0,1219,3,1,1927896.0,Brooklyn,Nets,BKN,Pepperdine,2021,2.0,14.0,44.0
kevin-durant,35,35.0,1255.0,306,647,224.0,444.0,82.0,203.0,209,256,106.0,284.0,390,46,66.0,67.0,99.0,71.0,903,1,1,47649433.0,Seattle,SuperSonics,SEA,Texas,2007,1.0,2.0,2.0
kevin-huerter,65,65.0,2072.0,273,586,135.0,236.0,138.0,350.0,95,127,53.0,271.0,324,196,52.0,44.0,126.0,136.0,779,2,1,15669643.0,Atlanta,Hawks,ATL,Maryland,2018,1.0,19.0,19.0
kevin-knox,37,37.0,1198.0,196,440,139.0,273.0,57.0,167.0,127,164,33.0,167.0,200,53,31.0,10.0,85.0,82.0,576,1,1,1845593.0,New York,Knicks,NYK,Kentucky,2018,1.0,9.0,9.0
kevin-love,39,38.0,1156.0,227,406,198.0,324.0,29.0,82.0,198,258,142.0,273.0,415,75,27.0,56.0,78.0,73.0,681,1,1,3835738.0,Memphis,Grizzlies,MEM,California-Los Angeles,2008,1.0,5.0,5.0
kevin-porter jr.,21,4.0,464.0,74,157,46.0,89.0,28.0,68.0,24,46,20.0,64.0,84,30,17.0,11.0,39.0,44.0,200,1,1,15860000.0,Milwaukee,Bucks,MIL,Southern California,2019,1.0,30.0,30.0
kevon-looney,36,36.0,1113.0,151,321,129.0,268.0,22.0,53.0,92,147,122.0,209.0,331,51,46.0,32.0,45.0,104.0,416,1,1,7500000.0,Golden State,Warriors,GSW,California-Los Angeles,2015,1.0,30.0,30.0
keyonte-george,33,33.0,944.0,155,412,78.0,184.0,77.0,228.0,119,150,33.0,104.0,137,91,37.0,6.0,95.0,70.0,506,1,1,3889800.0,Utah,Jazz,UTA,Baylor,2023,1.0,16.0,16.0
khris-middleton,87,72.0,2263.0,340,789,248.0,502.0,92.0,287.0,209,272,131.0,265.0,396,175,87.0,17.0,173.0,187.0,981,3,1,29320988.0,Detroit,Pistons,DET,Texas A&M,2012,2.0,9.0,39.0
kira-lewis jr.,65,65.0,2242.0,363,812,253.0,508.0,110.0,304.0,195,246,39.0,196.0,235,260,84.0,28.0,184.0,142.0,1031,2,1,5722116.0,New Orleans,Pelicans,NOP,Alabama,2020,1.0,13.0,13.0
klay-thompson,98,96.0,3367.0,599,1414,357.0,794.0,242.0,620.0,316,382,89.0,386.0,475,259,130.0,74.0,289.0,241.0,1756,3,1,43219440.0,Golden State,Warriors,GSW,Washington State,2011,1.0,11.0,11.0
kobe-brown,123,118.0,3091.0,487,990,387.0,671.0,100.0,319.0,260,348,209.0,532.0,741,205,134.0,64.0,206.0,316.0,1334,4,1,2413320.0,LA,Clippers,LAC,Missouri,2023,1.0,30.0,30.0
kobe-bufkin,61,33.0,1419.0,203,438,152.0,281.0,51.0,157.0,90,108,34.0,147.0,181,104,54.0,26.0,79.0,104.0,547,2,1,4094280.0,Atlanta,Hawks,ATL,Michigan,2023,1.0,15.0,15.0
kris-dunn,95,83.0,2997.0,424,943,351.0,737.0,73.0,206.0,293,423,106.0,380.0,486,552,208.0,38.0,315.0,280.0,1214,4,1,2586665.0,Minnesota,Timberwolves,MIN,Providence,2016,1.0,5.0,5.0
kris-murray,77,30.0,1681.0,344,728,235.0,415.0,109.0,313.0,137,196,138.0,249.0,387,96,60.0,66.0,73.0,151.0,934,3,1,2847480.0,Portland,Trail Blazers,POR,Iowa,2023,1.0,23.0,23.0
kyle-anderson,71,70.0,2242.0,303,670,267.0,574.0,36.0,96.0,223,303,119.0,498.0,617,355,126.0,58.0,183.0,132.0,865,2,1,9219512.0,San Antonio,Spurs,SAS,California-Los Angeles,2014,1.0,30.0,30.0
kyle-kuzma,96,64.0,2013.0,372,735,321.0,566.0,51.0,169.0,171,270,155.0,377.0,532,141,31.0,35.0,151.0,151.0,966,3,1,25568182.0,Brooklyn,Nets,BKN,Utah,2017,1.0,27.0,27.0
kyle-lowry,57,34.0,1524.0,181,403,168.0,363.0,13.0,40.0,168,228,82.0,137.0,219,171,108.0,13.0,110.0,148.0,543,2,1,29682540.0,Memphis,Grizzlies,MEM,Villanova,2006,1.0,24.0,24.0
kyrie-irving,11,8.0,303.0,55,104,37.0,65.0,18.0,39.0,64,71,6.0,31.0,37,47,16.0,6.0,27.0,23.0,192,1,1,37037037.0,Cleveland,Cavaliers,CLE,Duke,2011,1.0,1.0,1.0
landry-shamet,71,68.0,2029.0,296,617,137.0,253.0,159.0,364.0,163,201,39.0,174.0,213,288,54.0,14.0,108.0,146.0,914,3,1,10250000.0,Philadelphia,76ers,PHI,Wichita State,2018,1.0,26.0,26.0
larry-nance jr.,117,92.0,2958.0,553,1037,0.0,0.0,0.0,0.0,235,374,0.0,0.0,784,177,106.0,108.0,225.0,318.0,1341,4,1,10375000.0,Los Angeles,Lakers,LAL,Wyoming,2015,1.0,27.0,27.0
lauri-markkanen,37,37.0,1140.0,185,376,116.0,213.0,69.0,163.0,137,164,88.0,178.0,266,32,15.0,19.0,40.0,73.0,576,1,1,17259999.0,Minnesota,Timberwolves,MIN,Arizona,2017,1.0,7.0,7.0
lonnie-walker iv,32,18.0,888.0,132,318,76.0,156.0,56.0,162.0,48,65,13.0,70.0,83,61,30.0,15.0,37.0,51.0,368,1,1,2019706.0,San Antonio,Spurs,SAS,Miami (FL),2018,1.0,18.0,18.0
lonzo-ball,36,36.0,1263.0,189,343,109.0,149.0,80.0,194.0,66,98,33.0,183.0,216,274,66.0,28.0,89.0,65.0,524,1,1,20465117.0,Los Angeles,Lakers,LAL,California-Los Angeles,2017,1.0,2.0,2.0
luke-kennard,73,47.0,2275.0,378,820,235.0,447.0,143.0,373.0,248,286,78.0,239.0,317,146,65.0,19.0,87.0,152.0,1147,2,1,14763636.0,Detroit,Pistons,DET,Duke,2017,1.0,12.0,12.0
malachi-flynn,188,184.0,6264.0,900,2144,478.0,980.0,422.0,1164.0,488,586,100.0,580.0,680,770,252.0,12.0,376.0,342.0,2710,3,2,3873025.0,Toronto,Raptors,TOR,San Diego State,2020,1.0,29.0,29.0
malaki-branham,32,31.0,948.0,160,321,123.0,232.0,37.0,89.0,80,96,25.0,89.0,114,64,23.0,9.0,54.0,56.0,437,1,1,3071880.0,San Antonio,Spurs,SAS,Ohio State,2022,1.0,20.0,20.0
malcolm-brogdon,136,109.0,4157.0,601,1399,416.0,892.0,185.0,507.0,422,482,82.0,481.0,563,335,117.0,31.0,207.0,250.0,1809,4,1,22500000.0,Milwaukee,Bucks,MIL,Virginia,2016,2.0,6.0,36.0
malik-beasley,34,33.0,1014.0,185,393,130.0,251.0,55.0,142.0,104,128,44.0,136.0,180,51,32.0,6.0,59.0,75.0,529,1,1,2019706.0,Denver,Nuggets,DEN,Florida State,2016,1.0,19.0,19.0
shake-milton,87,80.0,3019.0,388,859,198.0,414.0,190.0,445.0,200,253,38.0,298.0,336,337,99.0,33.0,159.0,135.0,1166,3,1,5000000.0,Dallas,Mavericks,DAL,Southern Methodist,2018,2.0,24.0,54.0
malik-monk,38,37.0,1218.0,251,558,147.0,296.0,104.0,262.0,148,180,12.0,83.0,95,87,36.0,19.0,75.0,72.0,754,1,1,9945830.0,Charlotte,Hornets,CHA,Kentucky,2017,1.0,11.0,11.0
marcus-morris,109,90.0,2611.0,508,916,464.0,793.0,44.0,123.0,311,471,261.0,415.0,676,137,102.0,48.0,172.0,279.0,1371,3,1,17116279.0,Houston,Rockets,HOU,Kansas,2011,1.0,14.0,14.0
marcus-sasser,107,93.0,3130.0,474,1168,198.0,420.0,276.0,748.0,234,284,37.0,247.0,284,259,143.0,11.0,146.0,175.0,1458,4,1,2624040.0,Memphis,Grizzlies,MEM,Houston,2023,1.0,25.0,25.0
marcus-smart,64,63.0,2120.0,314,760,227.0,465.0,87.0,295.0,349,465,94.0,281.0,375,287,188.0,40.0,193.0,183.0,1064,2,1,18833713.0,Boston,Celtics,BOS,Oklahoma State,2014,1.0,6.0,6.0
mark-williams,19,18.0,677.0,101,275,66.0,158.0,35.0,117.0,78,113,28.0,41.0,69,30,29.0,0.0,51.0,48.0,315,1,1,3908160.0,Charlotte,Hornets,CHA,Duke,2022,1.0,15.0,15.0
markelle-fultz,25,25.0,892.0,209,439,157.0,313.0,52.0,126.0,109,168,33.0,110.0,143,148,40.0,30.0,80.0,63.0,579,1,1,17000000.0,Philadelphia,76ers,PHI,Washington,2017,1.0,1.0,1.0
markieff-morris,109,43.0,2105.0,341,617,303.0,523.0,38.0,94.0,203,311,217.0,445.0,662,126,60.0,103.0,172.0,298.0,923,3,1,2019706.0,Phoenix,Suns,PHX,Kansas,2011,1.0,13.0,13.0
marvin-bagley iii,33,32.0,1118.0,270,440,247.0,382.0,23.0,58.0,131,209,132.0,234.0,366,50,27.0,29.0,75.0,60.0,694,1,1,12500000.0,Sacramento,Kings,SAC,Duke,2018,1.0,2.0,2.0
mason-plumlee,141,99.0,3652.0,525,915,523.0,905.0,2.0,10.0,332,569,333.0,755.0,1088,212,115.0,199.0,282.0,347.0,1384,4,1,5000000.0,Brooklyn,Nets,BKN,Duke,2013,1.0,22.0,22.0
matisse-thybulle,135,134.0,3963.0,441,1027,250.0,493.0,191.0,534.0,169,216,119.0,296.0,415,276,331.0,185.0,252.0,381.0,1242,4,1,10500000.0,Boston,Celtics,BOS,Washington,2019,1.0,20.0,20.0
max-christie,35,35.0,1078.0,112,293,73.0,170.0,39.0,123.0,61,74,30.0,91.0,121,51,18.0,17.0,52.0,39.0,324,1,1,1719864.0,Los Angeles,Lakers,LAL,Michigan State,2022,2.0,5.0,35.0
maxwell-lewis,52,33.0,1384.0,269,594,190.0,371.0,79.0,223.0,144,182,57.0,187.0,244,112,50.0,36.0,149.0,129.0,761,2,1,1119563.0,Denver,Nuggets,DEN,Pepperdine,2023,2.0,10.0,40.0
michael-porter jr.,3,1.0,53.0,10,30,7.0,20.0,3.0,10.0,7,9,4.0,16.0,20,1,3.0,1.0,3.0,6.0,30,1,1,33386850.0,Denver,Nuggets,DEN,Missouri,2018,1.0,14.0,14.0
mikal-bridges,116,73.0,3171.0,458,873,287.0,445.0,171.0,428.0,224,265,131.0,373.0,504,183,163.0,101.0,124.0,257.0,1311,3,1,21700000.0,Philadelphia,76ers,PHI,Villanova,2018,1.0,10.0,10.0
mike-conley,39,39.0,1231.0,160,309,139.0,240.0,21.0,69.0,100,144,27.0,107.0,134,238,87.0,10.0,86.0,60.0,441,1,1,24360000.0,Memphis,Grizzlies,MEM,Ohio State,2007,1.0,4.0,4.0
mike-muscala,133,118.0,3815.0,723,1443,702.0,1376.0,21.0,67.0,569,695,301.0,792.0,1093,211,56.0,271.0,217.0,312.0,2036,4,1,3500000.0,Dallas,Mavericks,DAL,Bucknell,2013,2.0,14.0,44.0
miles-bridges,62,60.0,1962.0,386,821,259.0,482.0,127.0,339.0,156,201,84.0,385.0,469,150,40.0,69.0,133.0,105.0,1055,2,1,7921300.0,LA,Clippers,LAC,Michigan State,2018,1.0,12.0,12.0
miles-mcbride,60,30.0,1679.0,259,618,189.0,428.0,70.0,190.0,168,214,50.0,136.0,186,196,90.0,24.0,94.0,103.0,756,2,1,1836096.0,Oklahoma City,Thunder,OKC,West Virginia,2021,2.0,6.0,36.0
mo-bamba,30,29.0,906.0,146,270,132.0,219.0,14.0,51.0,81,119,96.0,220.0,316,15,23.0,111.0,46.0,76.0,387,1,1,2019706.0,Orlando,Magic,ORL,Texas,2018,1.0,6.0,6.0
monte-morris,140,121.0,4734.0,636,1336,484.0,937.0,152.0,399.0,284,364,108.0,408.0,516,768,225.0,41.0,165.0,212.0,1708,4,1,9800926.0,Denver,Nuggets,DEN,Iowa State,2017,2.0,21.0,51.0
montrezl-harrell,112,75.0,2961.0,533,910,522.0,870.0,11.0,40.0,217,407,294.0,483.0,777,102,91.0,118.0,145.0,214.0,1294,3,1,2019706.0,Houston,Rockets,HOU,Louisville,2015,2.0,2.0,32.0
moritz-wagner,107,77.0,2244.0,421,770,311.0,484.0,110.0,286.0,162,232,128.0,356.0,484,57,83.0,40.0,126.0,269.0,1114,3,1,8000000.0,Los Angeles,Lakers,LAL,Michigan,2018,1.0,25.0,25.0
moses-moody,32,32.0,1082.0,165,386,107.0,224.0,58.0,162.0,151,186,64.0,120.0,184,51,33.0,21.0,52.0,74.0,539,1,1,3918480.0,Golden State,Warriors,GSW,Arkansas,2021,1.0,14.0,14.0
mouhamed-gueye,68,66.0,1826.0,295,603,277.0,538.0,18.0,65.0,122,199,182.0,275.0,457,79,56.0,61.0,112.0,186.0,730,2,1,1119563.0,Charlotte,Hornets,CHA,Washington State,2023,2.0,9.0,39.0
myles-turner,34,7.0,755.0,117,257,100.0,195.0,17.0,62.0,94,112,44.0,178.0,222,20,10.0,89.0,47.0,82.0,345,1,1,20975000.0,Indiana,Pacers,IND,Texas,2015,1.0,11.0,11.0
bones-hyland,55,33.0,1404.0,252,571,120.0,240.0,132.0,331.0,110,133,14.0,167.0,181,107,71.0,14.0,110.0,124.0,746,2,1,2306400.0,Denver,Nuggets,DEN,Virginia Commonwealth,2021,1.0,26.0,26.0
nassir-little,36,0.0,656.0,131,274,117.0,222.0,14.0,52.0,77,100,57.0,109.0,166,24,19.0,19.0,48.0,59.0,353,1,1,6250000.0,Portland,Trail Blazers,POR,North Carolina,2019,1.0,25.0,25.0
neemias-queta,86,84.0,2406.0,442,744,439.0,736.0,3.0,8.0,246,381,213.0,563.0,776,175,63.0,219.0,218.0,228.0,1133,3,1,250000.0,Sacramento,Kings,SAC,Utah State,2021,2.0,9.0,39.0
nerlens-noel,24,24.0,765.0,98,166,98.0,166.0,0.0,0.0,55,104,65.0,162.0,227,38,50.0,106.0,45.0,62.0,251,1,1,300000.0,New Orleans,Pelicans,NOP,Kentucky,2013,1.0,6.0,6.0
nick-richards,105,70.0,1908.0,281,448,281.0,448.0,0.0,0.0,209,287,193.0,334.0,527,23,10.0,146.0,101.0,250.0,771,3,1,5000000.0,New Orleans,Pelicans,NOP,Kentucky,2020,2.0,12.0,42.0
